10:51:04:642|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:45:11:956|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:45:11:956}
11:45:12:075|0040-TickData: RTTDelay,DM_DOCKER,STP1 {1=2,}
11:46:11:956|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:46:11:956}
11:46:11:956|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:46:11:956}
11:46:12:099|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:47:11:957|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:47:11:957}
11:47:11:957|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:47:11:957}
11:47:12:127|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:48:11:958|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:48:11:958}
11:48:11:958|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:48:11:958}
11:48:12:153|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:49:11:958|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:49:11:958}
11:49:11:958|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:49:11:958}
11:49:12:177|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:50:11:959|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:50:11:959}
11:50:11:959|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {70919} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:50:11:959}
11:50:12:201|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:51:11:960|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:51:11:960}
11:51:11:960|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71294} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:51:11:960}
11:51:12:226|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:52:11:961|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:52:11:961|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
11:52:11:961|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:52:11:961}
11:52:11:961|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
11:52:11:961|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71294} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:52:11:961}
11:52:12:251|0044-TickData: RTTDelay,DM_DOCKER,STP1 {3=4,4=1,}
11:53:11:962|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:53:11:962}
11:53:11:962|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71294} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:53:11:962}
11:53:12:276|0044-TickData: RTTDelay,DM_DOCKER,STP1 {1=1,2=1,}
11:54:11:962|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:54:11:962}
11:54:11:963|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71294} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:54:11:963}
11:54:12:301|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:55:11:963|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:55:11:963}
11:55:11:963|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71294} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:55:11:963}
11:55:12:326|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:56:11:963|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:56:11:963}
11:56:11:963|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:56:11:963}
11:56:12:350|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:57:11:964|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:57:11:964}
11:57:11:964|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:57:11:964}
11:57:12:376|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:58:11:964|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:58:11:964}
11:58:11:964|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:58:11:964}
11:58:12:403|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
11:59:11:964|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:59:11:964}
11:59:11:964|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:59:11:964}
11:59:12:430|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:00:11:965|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:00:11:965}
12:00:11:965|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:00:11:965}
12:00:12:455|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:01:11:966|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:01:11:966}
12:01:11:966|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:01:11:966}
12:01:12:479|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:02:11:967|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
12:02:11:967|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
12:02:11:967|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:02:11:967}
12:02:11:967|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
12:02:11:967|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {71668} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:02:11:967}
12:02:12:505|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=5,}
12:03:11:967|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:03:11:967}
12:03:11:967|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {72979} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {21} -TimeStamp {} -SupplyTimestamp {10:03:11:967}
12:03:12:532|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:04:11:967|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:04:11:967}
12:04:11:967|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {72979} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:04:11:967}
12:04:12:558|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:05:11:968|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:05:11:968}
12:05:11:968|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73354} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {10:05:11:968}
12:05:12:585|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:06:11:969|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:06:11:969}
12:06:11:969|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73354} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:06:11:969}
12:06:12:610|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:07:11:969|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:07:11:969}
12:07:11:969|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73354} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:07:11:969}
12:07:12:634|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:08:11:970|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:08:11:970}
12:08:11:970|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73728} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {10:08:11:970}
12:08:12:660|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:09:11:970|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:09:11:970}
12:09:11:970|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73728} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:09:11:970}
12:09:12:686|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:10:11:970|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:10:11:970}
12:10:11:970|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73728} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:10:11:970}
12:10:12:711|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:11:11:971|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:11:11:971}
12:11:11:971|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {73728} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:11:11:971}
12:11:12:738|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:12:11:972|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
12:12:11:972|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
12:12:11:972|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:12:11:972}
12:12:11:972|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
12:12:11:972|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {75039} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {21} -TimeStamp {} -SupplyTimestamp {10:12:11:972}
12:12:12:762|0044-TickData: RTTDelay,DM_DOCKER,STP1 {2=1,3=4,}
12:13:11:972|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:13:11:972}
12:13:11:972|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {75039} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:13:11:972}
12:13:12:787|0043-TickData: RTTDelay,DM_DOCKER,STP1 {2=1,3=1}
12:14:11:973|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:14:11:972}
12:14:11:973|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {STP1} -Component {STP1} -YoungGenUse {75039} -YoungGenMax {2762752} -OldGenUse {16470} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {10:14:11:973}
12:14:12:813|0040-TickData: RTTDelay,DM_DOCKER,STP1 {2=2,}
12:15:11:973|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {STP1} -Component {STP1} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {10:15:11:973}
